id_dest,id_origin,no,pop_dest,den_dest,pop_origin,den_origin,id_dest_new,id_origin_new,urban_dest,urban_origin
201022,201011,155,15119,52,37522,1642,0201022,0201011,rural,urban
201032,201011,6,5094,19,37522,1642,0201032,0201011,rural,urban
201043,201011,16,14747,84,37522,1642,0201043,0201011,urban-rural,urban
201052,201011,21,7329,17,37522,1642,0201052,0201011,rural,urban
201062,201011,57,8464,77,37522,1642,0201062,0201011,rural,urban
203011,201011,7,63730,1815,37522,1642,0203011,0201011,urban,urban
209022,201011,6,9536,41,37522,1642,0209022,0201011,rural,urban
210011,201011,3,19964,1238,37522,1642,0210011,0201011,urban,urban
212033,201011,6,16354,68,37522,1642,0212033,0201011,urban-rural,urban
223083,201011,5,28553,289,37522,1642,0223083,0201011,urban-rural,urban
225063,201011,5,7958,23,37522,1642,0225063,0201011,urban-rural,urban
264011,201011,53,674312,2303,37522,1642,0264011,0201011,urban,urban
801022,201011,3,7129,64,37522,1642,0801022,0201011,rural,urban
810073,201011,4,19479,84,37522,1642,0810073,0201011,urban-rural,urban
862011,201011,8,139667,502,37522,1642,0862011,0201011,urban,urban
1016011,201011,3,58796,1424,37522,1642,1016011,0201011,urban,urban
1261011,201011,4,802583,2456,37522,1642,1261011,0201011,urban,urban
1465011,201011,4,1863056,8332,37522,1642,1465011,0201011,urban,urban
1818062,201011,3,11006,126,37522,1642,1818062,0201011,rural,urban
2466011,201011,3,172628,1289,37522,1642,2466011,0201011,urban,urban
3021152,201011,3,20108,173,37522,1642,3021152,0201011,rural,urban
201011,201022,85,37522,1642,15119,52,0201011,0201022,urban,rural
201032,201022,4,5094,19,15119,52,0201032,0201022,rural,rural
201043,201022,14,14747,84,15119,52,0201043,0201022,urban-rural,rural
201052,201022,11,7329,17,15119,52,0201052,0201022,rural,rural
201062,201022,19,8464,77,15119,52,0201062,0201022,rural,rural
210011,201022,3,19964,1238,15119,52,0210011,0201022,urban,rural
212013,201022,3,9306,140,15119,52,0212013,0201022,urban-rural,rural
216062,201022,3,4905,58,15119,52,0216062,0201022,rural,rural
261011,201022,4,76570,701,15119,52,0261011,0201022,urban,rural
262011,201022,3,93988,1670,15119,52,0262011,0201022,urban,rural
264011,201022,8,674312,2303,15119,52,0264011,0201022,urban,rural
201011,201032,15,37522,1642,5094,19,0201011,0201032,urban,rural
201022,201032,6,15119,52,5094,19,0201022,0201032,rural,rural
201062,201032,8,8464,77,5094,19,0201062,0201032,rural,rural
203011,201032,3,63730,1815,5094,19,0203011,0201032,urban,rural
209011,201032,6,12619,2372,5094,19,0209011,0201032,urban,rural
212043,201032,3,8192,44,5094,19,0212043,0201032,urban-rural,rural
264011,201032,4,674312,2303,5094,19,0264011,0201032,urban,rural
201011,201043,47,37522,1642,14747,84,0201011,0201043,urban,urban-rural
201022,201043,12,15119,52,14747,84,0201022,0201043,rural,urban-rural
201052,201043,7,7329,17,14747,84,0201052,0201043,rural,urban-rural
201062,201043,3,8464,77,14747,84,0201062,0201043,rural,urban-rural
210033,201043,3,9456,90,14747,84,0210033,0201043,urban-rural,urban-rural
212023,201043,4,5657,43,14747,84,0212023,0201043,urban-rural,urban-rural
212033,201043,4,16354,68,14747,84,0212033,0201043,urban-rural,urban-rural
218012,201043,4,7229,50,14747,84,0218012,0201043,rural,urban-rural
225043,201043,3,8827,80,14747,84,0225043,0201043,urban-rural,urban-rural
262011,201043,5,93988,1670,14747,84,0262011,0201043,urban,urban-rural
264011,201043,3,674312,2303,14747,84,0264011,0201043,urban,urban-rural
201011,201052,20,37522,1642,7329,17,0201011,0201052,urban,rural
201022,201052,6,15119,52,7329,17,0201022,0201052,rural,rural
201043,201052,11,14747,84,7329,17,0201043,0201052,urban-rural,rural
203011,201052,3,63730,1815,7329,17,0203011,0201052,urban,rural
222033,201052,5,21759,66,7329,17,0222033,0201052,urban-rural,rural
226062,201052,4,6961,48,7329,17,0226062,0201052,rural,rural
810021,201052,9,24130,598,7329,17,0810021,0201052,urban,rural
201011,201062,33,37522,1642,8464,77,0201011,0201062,urban,rural
201022,201062,11,15119,52,8464,77,0201022,0201062,rural,rural
201032,201062,8,5094,19,8464,77,0201032,0201062,rural,rural
226032,201062,3,4297,41,8464,77,0226032,0201062,rural,rural
264011,201062,11,674312,2303,8464,77,0264011,0201062,urban,rural
202021,202011,35,31478,1568,28688,792,0202021,0202011,urban,urban
202033,202011,24,9012,142,28688,792,0202033,0202011,urban-rural,urban
202041,202011,7,6059,289,28688,792,0202041,0202011,urban,urban
202052,202011,22,9215,65,28688,792,0202052,0202011,rural,urban
202062,202011,5,7254,58,28688,792,0202062,0202011,rural,urban
202073,202011,3,5178,72,28688,792,0202073,0202011,urban-rural,urban
214011,202011,4,35640,1700,28688,792,0214011,0202011,urban,urban
223012,202011,5,22031,264,28688,792,0223012,0202011,rural,urban
223052,202011,3,24053,161,28688,792,0223052,0202011,rural,urban
223083,202011,4,28553,289,28688,792,0223083,0202011,urban-rural,urban
224053,202011,7,20890,143,28688,792,0224053,0202011,urban-rural,urban
264011,202011,38,674312,2303,28688,792,0264011,0202011,urban,urban
1465011,202011,5,1863056,3458,28688,792,1465011,0202011,urban,urban
3020063,202011,4,29080,161,28688,792,3020063,0202011,urban-rural,urban
202011,202021,60,28688,792,31478,1568,0202011,0202021,urban,urban
202033,202021,20,9012,142,31478,1568,0202033,0202021,urban-rural,urban
202041,202021,12,6059,289,31478,1568,0202041,0202021,urban,urban
202052,202021,62,9215,65,31478,1568,0202052,0202021,rural,urban
202062,202021,10,7254,58,31478,1568,0202062,0202021,rural,urban
202073,202021,8,5178,72,31478,1568,0202073,0202021,urban-rural,urban
215033,202021,4,23636,141,31478,1568,0215033,0202021,urban-rural,urban
219011,202021,9,54192,2490,31478,1568,0219011,0202021,urban,urban
223012,202021,6,22031,264,31478,1568,0223012,0202021,rural,urban
223043,202021,3,29193,165,31478,1568,0223043,0202021,urban-rural,urban
224042,202021,5,5224,47,31478,1568,0224042,0202021,rural,urban
264011,202021,39,674312,2303,31478,1568,0264011,0202021,urban,urban
1606023,202021,4,26456,91,31478,1568,1606023,0202021,urban-rural,urban
1661011,202021,5,126775,851,31478,1568,1661011,0202021,urban,urban
3019011,202021,3,71226,694,31478,1568,3019011,0202021,urban,urban
202011,202033,14,28688,792,9012,142,0202011,0202033,urban,urban-rural
202021,202033,16,31478,1568,9012,142,0202021,0202033,urban,urban-rural
202052,202033,4,9215,65,9012,142,0202052,0202033,rural,urban-rural
205042,202033,3,4020,56,9012,142,0205042,0202033,rural,urban-rural
208112,202033,6,10833,78,9012,142,0208112,0202033,rural,urban-rural
219072,202033,6,17806,86,9012,142,0219072,0202033,rural,urban-rural
1602033,202033,3,21284,72,9012,142,1602033,0202033,urban-rural,urban-rural
1603011,202033,3,56033,453,9012,142,1603011,0202033,urban,urban-rural
202021,202041,13,31478,1568,6059,289,0202021,0202041,urban,urban
202052,202041,6,9215,65,6059,289,0202052,0202041,rural,urban
224042,202041,4,5224,47,6059,289,0224042,0202041,rural,urban
224053,202041,3,20890,143,6059,289,0224053,0202041,urban-rural,urban
264011,202041,3,674312,2303,6059,289,0264011,0202041,urban,urban
2815092,202041,3,15993,40,6059,289,2815092,0202041,rural,urban
202011,202052,10,28688,792,9215,65,0202011,0202052,urban,rural
202021,202052,25,31478,1568,9215,65,0202021,0202052,urban,rural
202041,202052,8,6059,289,9215,65,0202041,0202052,urban,rural
202062,202052,5,7254,58,9215,65,0202062,0202052,rural,rural
202073,202052,3,5178,72,9215,65,0202073,0202052,urban-rural,rural
219011,202052,6,54192,2490,9215,65,0219011,0202052,urban,rural
219072,202052,9,17806,86,9215,65,0219072,0202052,rural,rural
223052,202052,4,24053,161,9215,65,0223052,0202052,rural,rural
223073,202052,3,12968,95,9215,65,0223073,0202052,urban-rural,rural
224042,202052,3,5224,47,9215,65,0224042,0202052,rural,rural
264011,202052,5,674312,2303,9215,65,0264011,0202052,urban,rural
265011,202052,4,103263,1219,9215,65,0265011,0202052,urban,rural
202021,202062,7,31478,1568,7254,58,0202021,0202062,urban,rural
202073,202062,3,5178,72,7254,58,0202073,0202062,urban-rural,rural
217022,202062,5,4046,41,7254,58,0217022,0202062,rural,rural
217053,202062,4,6989,49,7254,58,0217053,0202062,urban-rural,rural
223032,202062,8,3261,57,7254,58,0223032,0202062,rural,rural
223073,202062,4,12968,95,7254,58,0223073,0202062,urban-rural,rural
224053,202062,5,20890,143,7254,58,0224053,0202062,urban-rural,rural
264011,202062,12,674312,2303,7254,58,0264011,0202062,urban,rural
202011,202073,5,28688,792,5178,72,0202011,0202073,urban,urban-rural
202021,202073,6,31478,1568,5178,72,0202021,0202073,urban,urban-rural
202041,202073,3,6059,289,5178,72,0202041,0202073,urban,urban-rural
202062,202073,3,7254,58,5178,72,0202062,0202073,rural,urban-rural
217022,202073,3,4046,41,5178,72,0217022,0202073,rural,urban-rural
223043,202073,4,29193,165,5178,72,0223043,0202073,urban-rural,urban-rural
224033,202073,4,7600,79,5178,72,0224033,0202073,urban-rural,urban-rural
224073,202073,4,4158,55,5178,72,0224073,0202073,urban-rural,urban-rural
264011,202073,6,674312,2303,5178,72,0264011,0202073,urban,urban-rural
203022,203011,159,7063,83,63730,1815,0203022,0203011,rural,urban
203032,203011,151,5669,90,63730,1815,0203032,0203011,rural,urban
203042,203011,58,4359,34,63730,1815,0203042,0203011,rural,urban
203052,203011,30,2119,33,63730,1815,0203052,0203011,rural,urban
203062,203011,21,3436,50,63730,1815,0203062,0203011,rural,urban
204032,203011,4,4614,31,63730,1815,0204032,0203011,rural,urban
206062,203011,9,7801,83,63730,1815,0206062,0203011,rural,urban
209052,203011,4,5272,62,63730,1815,0209052,0203011,rural,urban
211011,203011,19,69267,1699,63730,1815,0211011,0203011,urban,urban
211022,203011,6,17722,61,63730,1815,0211022,0203011,rural,urban
216013,203011,3,12503,56,63730,1815,0216013,0203011,urban-rural,urban
216022,203011,23,3796,49,63730,1815,0216022,0203011,rural,urban
216032,203011,40,5263,43,63730,1815,0216032,0203011,rural,urban
216043,203011,25,26910,161,63730,1815,0216043,0203011,urban-rural,urban
216053,203011,11,7932,74,63730,1815,0216053,0203011,urban-rural,urban
216062,203011,50,4905,58,63730,1815,0216062,0203011,rural,urban
220063,203011,4,14281,49,63730,1815,0220063,0203011,urban-rural,urban
223052,203011,7,24053,161,63730,1815,0223052,0203011,rural,urban
262011,203011,9,93988,1670,63730,1815,0262011,0203011,urban,urban
264011,203011,79,674312,2303,63730,1815,0264011,0203011,urban,urban
614011,203011,3,44755,886,63730,1815,0614011,0203011,urban,urban
619011,203011,3,12364,688,63730,1815,0619011,0203011,urban,urban
804011,203011,8,36569,1677,63730,1815,0804011,0203011,urban,urban
804052,203011,5,7203,41,63730,1815,0804052,0203011,rural,urban
804063,203011,3,5064,66,63730,1815,0804063,0203011,urban-rural,urban
810053,203011,3,5155,65,63730,1815,0810053,0203011,urban-rural,urban
810062,203011,6,4286,31,63730,1815,0810062,0203011,rural,urban
812013,203011,16,12472,38,63730,1815,0812013,0203011,urban-rural,urban
812023,203011,8,4840,49,63730,1815,0812023,0203011,urban-rural,urban
812033,203011,8,20371,103,63730,1815,0812033,0203011,urban-rural,urban
862011,203011,25,139667,502,63730,1815,0862011,0203011,urban,urban
1021042,203011,3,3206,50,63730,1815,1021042,0203011,rural,urban
1261011,203011,4,802583,2456,63730,1815,1261011,0203011,urban,urban
1418063,203011,3,12209,107,63730,1815,1418063,0203011,urban-rural,urban
1465011,203011,3,1863056,2097,63730,1815,1465011,0203011,urban,urban
1661011,203011,4,126775,851,63730,1815,1661011,0203011,urban,urban
1811032,203011,3,7039,88,63730,1815,1811032,0203011,rural,urban
2212102,203011,4,8069,37,63730,1815,2212102,0203011,rural,urban
3009011,203011,3,20064,1448,63730,1815,3009011,0203011,urban,urban
3021072,203011,3,35993,542,63730,1815,3021072,0203011,rural,urban
3021152,203011,3,20108,173,63730,1815,3021152,0203011,rural,urban
3063011,203011,6,61396,1927,63730,1815,3063011,0203011,urban,urban
3064011,203011,6,545073,2081,63730,1815,3064011,0203011,urban,urban
3208011,203011,3,44003,1607,63730,1815,3208011,0203011,urban,urban
3211012,203011,3,28119,255,63730,1815,3211012,0203011,rural,urban
203011,203022,41,63730,1815,7063,83,0203011,0203022,urban,rural
203032,203022,8,5669,90,7063,83,0203032,0203022,rural,rural
203042,203022,4,4359,34,7063,83,0203042,0203022,rural,rural
203052,203022,9,2119,33,7063,83,0203052,0203022,rural,rural
211011,203022,3,69267,1699,7063,83,0211011,0203022,urban,rural
216032,203022,9,5263,43,7063,83,0216032,0203022,rural,rural
217022,203022,3,4046,41,7063,83,0217022,0203022,rural,rural
812033,203022,4,20371,103,7063,83,0812033,0203022,urban-rural,rural
3261011,203022,4,104891,1067,7063,83,3261011,0203022,urban,rural
203011,203032,25,63730,1815,5669,90,0203011,0203032,urban,rural
203042,203032,3,4359,34,5669,90,0203042,0203032,rural,rural
216032,203032,3,5263,43,5669,90,0216032,0203032,rural,rural
216043,203032,7,26910,161,5669,90,0216043,0203032,urban-rural,rural
216062,203032,6,4905,58,5669,90,0216062,0203032,rural,rural
264011,203032,3,674312,2303,5669,90,0264011,0203032,urban,rural
203011,203042,37,63730,1815,4359,34,0203011,0203042,urban,rural
203032,203042,6,5669,90,4359,34,0203032,0203042,rural,rural
216043,203042,6,26910,161,4359,34,0216043,0203042,urban-rural,rural
203011,203052,17,63730,1815,2119,33,0203011,0203052,urban,rural
203011,203062,14,63730,1815,3436,50,0203011,0203062,urban,rural
216022,203062,5,3796,49,3436,50,0216022,0203062,rural,rural
804023,203062,14,5142,98,3436,50,0804023,0203062,urban-rural,rural
804063,203062,4,5064,66,3436,50,0804063,0203062,urban-rural,rural
810062,203062,4,4286,31,3436,50,0810062,0203062,rural,rural
812013,203062,4,12472,38,3436,50,0812013,0203062,urban-rural,rural
203011,204013,3,63730,1815,18797,71,0203011,0204013,urban,urban-rural
204032,204013,13,4614,31,18797,71,0204032,0204013,rural,urban-rural
204043,204013,21,6841,35,18797,71,0204043,0204013,urban-rural,urban-rural
211011,204013,4,69267,1699,18797,71,0211011,0204013,urban,urban-rural
264011,204013,19,674312,2303,18797,71,0264011,0204013,urban,urban-rural
812023,204013,3,4840,49,18797,71,0812023,0204013,urban-rural,urban-rural
1434123,204013,3,51396,833,18797,71,1434123,0204013,urban-rural,urban-rural
3013022,204013,3,9422,91,18797,71,3013022,0204013,rural,urban-rural
3013043,204013,3,10185,75,18797,71,3013043,0204013,urban-rural,urban-rural
3013072,204013,3,9792,77,18797,71,3013072,0204013,rural,urban-rural
3022013,204013,7,8339,68,18797,71,3022013,0204013,urban-rural,urban-rural
3022023,204013,4,6954,61,18797,71,3022023,0204013,urban-rural,urban-rural
3022053,204013,6,30125,225,18797,71,3022053,0204013,urban-rural,urban-rural
3063011,204013,15,61396,1927,18797,71,3063011,0204013,urban,urban-rural
3064011,204013,7,545073,2081,18797,71,3064011,0204013,urban,urban-rural
204013,204022,7,18797,71,2775,22,0204013,0204022,urban-rural,rural
211011,204022,3,69267,1699,2775,22,0211011,0204022,urban,rural
211043,204022,5,9501,58,2775,22,0211043,0204022,urban-rural,rural
222022,204022,3,8005,32,2775,22,0222022,0204022,rural,rural
203011,204032,8,63730,1815,4614,31,0203011,0204032,urban,rural
204013,204032,12,18797,71,4614,31,0204013,0204032,urban-rural,rural
211032,204032,3,7437,34,4614,31,0211032,0204032,rural,rural
222022,204032,6,8005,32,4614,31,0222022,0204032,rural,rural
812023,204032,6,4840,49,4614,31,0812023,0204032,urban-rural,rural
3022053,204032,3,30125,225,4614,31,3022053,0204032,urban-rural,rural
3063011,204032,3,61396,1927,4614,31,3063011,0204032,urban,rural
201011,204043,3,37522,1642,6841,35,0201011,0204043,urban,urban-rural
203011,204043,3,63730,1815,6841,35,0203011,0204043,urban,urban-rural
204013,204043,4,18797,71,6841,35,0204013,0204043,urban-rural,urban-rural
204032,204043,3,4614,31,6841,35,0204032,0204043,rural,urban-rural
264011,204043,8,674312,2303,6841,35,0264011,0204043,urban,urban-rural
3022053,204043,10,30125,225,6841,35,3022053,0204043,urban-rural,urban-rural
205023,205011,6,9749,64,21264,1131,0205023,0205011,urban-rural,urban
205032,205011,54,5085,34,21264,1131,0205032,0205011,rural,urban
205042,205011,20,4020,56,21264,1131,0205042,0205011,rural,urban
205052,205011,53,4116,41,21264,1131,0205052,0205011,rural,urban
209042,205011,3,7514,81,21264,1131,0209042,0205011,rural,urban
209052,205011,4,5272,62,21264,1131,0209052,0205011,rural,urban
211011,205011,5,69267,1699,21264,1131,0211011,0205011,urban,urban
218012,205011,3,7229,50,21264,1131,0218012,0205011,rural,urban
219011,205011,4,54192,2490,21264,1131,0219011,0205011,urban,urban
219032,205011,3,4978,58,21264,1131,0219032,0205011,rural,urban
219063,205011,3,24577,170,21264,1131,0219063,0205011,urban-rural,urban
226062,205011,3,6961,48,21264,1131,0226062,0205011,rural,urban
262011,205011,15,93988,1670,21264,1131,0262011,0205011,urban,urban
264011,205011,33,674312,2303,21264,1131,0264011,0205011,urban,urban
801062,205011,3,9238,55,21264,1131,0801062,0205011,rural,urban
809092,205011,3,4600,49,21264,1131,0809092,0205011,rural,urban
1430022,205011,3,5128,94,21264,1131,1430022,0205011,rural,urban
2477011,205011,3,124139,1517,21264,1131,2477011,0205011,urban,urban
205052,205023,8,4116,41,9749,64,0205052,0205023,rural,urban-rural
207022,205023,3,8860,56,9749,64,0207022,0205023,rural,urban-rural
207042,205023,5,4341,53,9749,64,0207042,0205023,rural,urban-rural
261011,205023,11,76570,701,9749,64,0261011,0205023,urban,urban-rural
264011,205023,4,674312,2303,9749,64,0264011,0205023,urban,urban-rural
265011,205023,3,103263,1219,9749,64,0265011,0205023,urban,urban-rural
462011,205023,4,90275,1563,9749,64,0462011,0205023,urban,urban-rural
1261011,205023,4,802583,2456,9749,64,1261011,0205023,urban,urban-rural
205011,205032,17,21264,1131,5085,34,0205011,0205032,urban,rural
205052,205032,6,4116,41,5085,34,0205052,0205032,rural,rural
262011,205032,4,93988,1670,5085,34,0262011,0205032,urban,rural
264011,205032,4,674312,2303,5085,34,0264011,0205032,urban,rural
205011,205042,14,21264,1131,4020,56,0205011,0205042,urban,rural
205052,205042,5,4116,41,4020,56,0205052,0205042,rural,rural
218052,205042,8,4909,44,4020,56,0218052,0205042,rural,rural
205011,205052,8,21264,1131,4116,41,0205011,0205052,urban,rural
219032,205052,7,4978,58,4116,41,0219032,0205052,rural,rural
226043,205052,3,7132,45,4116,41,0226043,0205052,urban-rural,rural
262011,205052,4,93988,1670,4116,41,0262011,0205052,urban,rural
205011,205062,4,21264,1131,3795,43,0205011,0205062,urban,rural
209082,205062,4,2445,33,3795,43,0209082,0205062,rural,rural
214053,205062,4,5061,58,3795,43,0214053,0205062,urban-rural,rural
217012,205062,3,5079,52,3795,43,0217012,0205062,rural,rural
262011,205062,7,93988,1670,3795,43,0262011,0205062,urban,rural
264011,205062,9,674312,2303,3795,43,0264011,0205062,urban,rural
202011,206011,3,28688,792,4358,115,0202011,0206011,urban,urban
206021,206011,10,10139,271,4358,115,0206021,0206011,urban,urban
206072,206011,6,9828,112,4358,115,0206072,0206011,rural,urban
206082,206011,4,8178,99,4358,115,0206082,0206011,rural,urban
206092,206011,3,5293,48,4358,115,0206092,0206011,rural,urban
223052,206011,3,24053,161,4358,115,0223052,0206011,rural,urban
261011,206011,17,76570,701,4358,115,0261011,0206011,urban,urban
264011,206011,7,674312,2303,4358,115,0264011,0206011,urban,urban
1012053,206011,4,5679,59,4358,115,1012053,0206011,urban-rural,urban
1012113,206011,3,6709,35,4358,115,1012113,0206011,urban-rural,urban
1015072,206011,4,3386,32,4358,115,1015072,0206011,rural,urban
206011,206021,3,4358,115,10139,271,0206011,0206021,urban,urban
206041,206021,3,5873,78,10139,271,0206041,0206021,urban,urban
206072,206021,14,9828,112,10139,271,0206072,0206021,rural,urban
226062,206021,4,6961,48,10139,271,0226062,0206021,rural,urban
261011,206021,16,76570,701,10139,271,0261011,0206021,urban,urban
264011,206021,5,674312,2303,10139,271,0264011,0206021,urban,urban
862011,206021,3,139667,502,10139,271,0862011,0206021,urban,urban
206082,206031,4,8178,99,5886,136,0206082,0206031,rural,urban
206092,206031,7,5293,48,5886,136,0206092,0206031,rural,urban
261011,206031,23,76570,701,5886,136,0261011,0206031,urban,urban
1465011,206031,3,1863056,5177,5886,136,1465011,0206031,urban,urban
206031,206041,6,5886,136,5873,78,0206031,0206041,urban,urban
219011,206041,3,54192,2490,5873,78,0219011,0206041,urban,urban
221011,206041,3,14535,538,5873,78,0221011,0206041,urban,urban
261011,206041,27,76570,701,5873,78,0261011,0206041,urban,urban
264011,206041,4,674312,2303,5873,78,0264011,0206041,urban,urban
2404102,206041,3,10823,91,5873,78,2404102,0206041,rural,urban
2416021,206041,4,47220,554,5873,78,2416021,0206041,urban,urban
203011,206052,3,63730,1815,4113,71,0203011,0206052,urban,rural
206072,206052,4,9828,112,4113,71,0206072,0206052,rural,rural
225021,206052,4,29542,1860,4113,71,0225021,0206052,urban,rural
261011,206052,30,76570,701,4113,71,0261011,0206052,urban,rural
206072,206062,3,9828,112,7801,83,0206072,0206062,rural,rural
206082,206062,6,8178,99,7801,83,0206082,0206062,rural,rural
261011,206062,28,76570,701,7801,83,0261011,0206062,urban,rural
264011,206062,3,674312,2303,7801,83,0264011,0206062,urban,rural
206021,206072,5,10139,271,9828,112,0206021,0206072,urban,rural
206052,206072,8,4113,71,9828,112,0206052,0206072,rural,rural
206082,206072,5,8178,99,9828,112,0206082,0206072,rural,rural
206092,206072,5,5293,48,9828,112,0206092,0206072,rural,rural
261011,206072,39,76570,701,9828,112,0261011,0206072,urban,rural
264011,206072,3,674312,2303,9828,112,0264011,0206072,urban,rural
801022,206072,4,7129,64,9828,112,0801022,0206072,rural,rural
1261011,206072,4,802583,2456,9828,112,1261011,0206072,urban,rural
206021,206082,9,10139,271,8178,99,0206021,0206082,urban,rural
206062,206082,5,7801,83,8178,99,0206062,0206082,rural,rural
206072,206082,6,9828,112,8178,99,0206072,0206082,rural,rural
261011,206082,36,76570,701,8178,99,0261011,0206082,urban,rural
264011,206082,15,674312,2303,8178,99,0264011,0206082,urban,rural
1005082,206082,3,6464,60,8178,99,1005082,0206082,rural,rural
206031,206092,3,5886,136,5293,48,0206031,0206092,urban,rural
206082,206092,4,8178,99,5293,48,0206082,0206092,rural,rural
212043,206092,4,8192,44,5293,48,0212043,0206092,urban-rural,rural
261011,206092,29,76570,701,5293,48,0261011,0206092,urban,rural
264011,206092,10,674312,2303,5293,48,0264011,0206092,urban,rural
207022,207011,60,8860,56,17724,982,0207022,0207011,rural,urban
207033,207011,8,10319,75,17724,982,0207033,0207011,urban-rural,urban
219011,207011,4,54192,2490,17724,982,0219011,0207011,urban,urban
221011,207011,5,14535,538,17724,982,0221011,0207011,urban,urban
223083,207011,8,28553,289,17724,982,0223083,0207011,urban-rural,urban
225021,207011,3,29542,1860,17724,982,0225021,0207011,urban,urban
261011,207011,8,76570,701,17724,982,0261011,0207011,urban,urban
264011,207011,20,674312,2303,17724,982,0264011,0207011,urban,urban
265011,207011,7,103263,1219,17724,982,0265011,0207011,urban,urban
805053,207011,3,20037,108,17724,982,0805053,0207011,urban-rural,urban
809063,207011,4,26026,110,17724,982,0809063,0207011,urban-rural,urban
1465011,207011,3,1863056,2097,17724,982,1465011,0207011,urban,urban
207011,207022,18,17724,982,8860,56,0207011,0207022,urban,rural
207033,207022,10,10319,75,8860,56,0207033,0207022,urban-rural,rural
207042,207022,3,4341,53,8860,56,0207042,0207022,rural,rural
221063,207022,3,6361,84,8860,56,0221063,0207022,urban-rural,rural
264011,207022,6,674312,2303,8860,56,0264011,0207022,urban,rural
207011,207033,19,17724,982,10319,75,0207011,0207033,urban,urban-rural
207022,207033,16,8860,56,10319,75,0207022,0207033,rural,urban-rural
223092,207033,4,13056,109,10319,75,0223092,0207033,rural,urban-rural
261011,207033,4,76570,701,10319,75,0261011,0207033,urban,urban-rural
264011,207033,7,674312,2303,10319,75,0264011,0207033,urban,urban-rural
265011,207033,10,103263,1219,10319,75,0265011,0207033,urban,urban-rural
1217022,207033,3,6860,195,10319,75,1217022,0207033,rural,urban-rural
206052,207042,3,4113,71,4341,53,0206052,0207042,rural,rural
207011,207042,3,17724,982,4341,53,0207011,0207042,urban,rural
207022,207042,3,8860,56,4341,53,0207022,0207042,rural,rural
207033,207042,10,10319,75,4341,53,0207033,0207042,urban-rural,rural
226011,207042,3,3512,109,4341,53,0226011,0207042,urban,rural
261011,207042,8,76570,701,4341,53,0261011,0207042,urban,rural
264011,207042,3,674312,2303,4341,53,0264011,0207042,urban,rural
1216133,207042,3,13079,165,4341,53,1216133,0207042,urban-rural,rural
3209033,207042,6,8389,23,4341,53,3209033,0207042,urban-rural,rural
208031,208011,4,9509,281,4178,188,0208031,0208011,urban,urban
208051,208011,3,6141,357,4178,188,0208051,0208011,urban,urban
208072,208011,6,16680,66,4178,188,0208072,0208011,rural,urban
208143,208011,16,6985,53,4178,188,0208143,0208011,urban-rural,urban
264011,208011,4,674312,2303,4178,188,0264011,0208011,urban,urban
208041,208021,6,21018,567,25442,1024,0208041,0208021,urban,urban
208051,208021,7,6141,357,25442,1024,0208051,0208021,urban,urban
208072,208021,91,16680,66,25442,1024,0208072,0208021,rural,urban
208083,208021,11,7689,66,25442,1024,0208083,0208021,urban-rural,urban
208103,208021,7,6859,36,25442,1024,0208103,0208021,urban-rural,urban
208123,208021,9,8573,61,25442,1024,0208123,0208021,urban-rural,urban
208143,208021,3,6985,53,25442,1024,0208143,0208021,urban-rural,urban
221042,208021,4,4804,72,25442,1024,0221042,0208021,rural,urban
223022,208021,3,41872,197,25442,1024,0223022,0208021,rural,urban
224063,208021,3,15856,71,25442,1024,0224063,0208021,urban-rural,urban
262011,208021,4,93988,1670,25442,1024,0262011,0208021,urban,urban
264011,208021,44,674312,2303,25442,1024,0264011,0208021,urban,urban
1218062,208021,3,10185,198,25442,1024,1218062,0208021,rural,urban
1465011,208021,3,1863056,6378,25442,1024,1465011,0208021,urban,urban
1661011,208021,4,126775,851,25442,1024,1661011,0208021,urban,urban
3064011,208021,3,545073,2081,25442,1024,3064011,0208021,urban,urban
208072,208031,6,16680,66,9509,281,0208072,0208031,rural,urban
208092,208031,9,1962,38,9509,281,0208092,0208031,rural,urban
214073,208031,4,16490,113,9509,281,0214073,0208031,urban-rural,urban
216032,208031,3,5263,43,9509,281,0216032,0208031,rural,urban
223022,208031,3,41872,197,9509,281,0223022,0208031,rural,urban
264011,208031,11,674312,2303,9509,281,0264011,0208031,urban,urban
208021,208041,14,25442,1024,21018,567,0208021,0208041,urban,urban
208072,208041,3,16680,66,21018,567,0208072,0208041,rural,urban
208112,208041,37,10833,78,21018,567,0208112,0208041,rural,urban
208123,208041,5,8573,61,21018,567,0208123,0208041,urban-rural,urban
211011,208041,3,69267,1699,21018,567,0211011,0208041,urban,urban
218032,208041,3,20313,113,21018,567,0218032,0208041,rural,urban
223012,208041,3,22031,264,21018,567,0223012,0208041,rural,urban
223022,208041,3,41872,197,21018,567,0223022,0208041,rural,urban
262011,208041,3,93988,1670,21018,567,0262011,0208041,urban,urban
264011,208041,29,674312,2303,21018,567,0264011,0208041,urban,urban
265011,208041,4,103263,1219,21018,567,0265011,0208041,urban,urban
1207021,208041,5,7831,289,21018,567,1207021,0208041,urban,urban
1601062,208041,4,4780,52,21018,567,1601062,0208041,rural,urban
208021,208051,11,25442,1024,6141,357,0208021,0208051,urban,urban
208063,208051,4,17728,52,6141,357,0208063,0208051,urban-rural,urban
208072,208051,17,16680,66,6141,357,0208072,0208051,rural,urban
