kod_dest,kod_origin,gmina_dest,no,gmina_origin,pop_origin,den_origin,pop_dest,den_dest
1465068,1206172,Ochota,3,Zielonki,26752,551,80988,8332
1465068,1261011,Ochota,19,M. Kraków,802583,2456,80988,8332
1465068,1405011,Ochota,3,Milanówek,16520,1229,80988,8332
1465068,1407054,Ochota,3,Kozienice,16009,1532,80988,8332
1465068,1408022,Ochota,3,Jabłonna,22605,349,80988,8332
1465068,1408052,Ochota,3,Wieliszew,19526,184,80988,8332
1465068,1410012,Ochota,5,Huszlew,2678,23,80988,8332
1465068,1412011,Ochota,3,Mińsk Mazowiecki,40333,3058,80988,8332
1465068,1412052,Ochota,3,Dębe Wielkie,11514,148,80988,8332
1465068,1412151,Ochota,10,Sulejówek,21253,1101,80988,8332
1465068,1413011,Ochota,4,Mława,30869,887,80988,8332
1465068,1417021,Ochota,5,Otwock,44333,937,80988,8332
1465068,1418032,Ochota,15,Lesznowola,35219,508,80988,8332
1465068,1418044,Ochota,9,Piaseczno,51979,3203,80988,8332
1465068,1418045,Ochota,6,Piaseczno,43761,391,80988,8332
1465068,1421021,Ochota,8,Pruszków,65333,3405,80988,8332
1465068,1421034,Ochota,6,Brwinów,14466,985,80988,8332
1465068,1421035,Ochota,4,Brwinów,15177,278,80988,8332
1465068,1421042,Ochota,6,Michałowice,19123,550,80988,8332
1465068,1421052,Ochota,7,Nadarzyn,17151,234,80988,8332
1465068,1421062,Ochota,16,Raszyn,22803,519,80988,8332
1465068,1434021,Ochota,4,Marki,43164,1651,80988,8332
1465068,1434031,Ochota,5,Ząbki,44325,4037,80988,8332
1465068,1434124,Ochota,3,Wołomin,36063,2092,80988,8332
1465068,1463011,Ochota,7,M. Radom,199904,1788,80988,8332
1465068,1464011,Ochota,3,M. Siedlce,76005,2386,80988,8332
1465068,1465028,Ochota,24,Bemowo,129169,5177,80988,8332
1465068,1465038,Ochota,27,Białołęka,153100,2097,80988,8332
1465068,1465048,Ochota,30,Bielany,133478,4127,80988,8332
1465068,1465058,Ochota,79,Mokotów,225916,6378,80988,8332
1465068,1465078,Ochota,39,Praga-Południe,186834,8348,80988,8332
1465068,1465088,Ochota,15,Praga-Północ,60855,5381,80988,8332
1465068,1465108,Ochota,50,Śródmieście,101979,6550,80988,8332
1465068,1465118,Ochota,20,Targówek,124240,5106,80988,8332
1465068,1465128,Ochota,14,Ursus,67373,7206,80988,8332
1465068,1465138,Ochota,36,Ursynów,151432,3458,80988,8332
1465068,1465148,Ochota,17,Wawer,86399,1084,80988,8332
1465068,1465158,Ochota,4,Wesoła,26380,1150,80988,8332
1465068,1465178,Ochota,35,Włochy,49280,1721,80988,8332
1465068,1465188,Ochota,55,Wola,151158,7848,80988,8332
1465068,1465198,Ochota,17,Żoliborz,58633,6922,80988,8332
1465068,1805011,Ochota,5,Jasło,33463,916,80988,8332
1465068,1807045,Ochota,3,Jedlicze,9444,197,80988,8332
1465068,1811011,Ochota,3,Mielec,57801,1233,80988,8332
1465068,1861011,Ochota,3,M. Krosno,44687,999,80988,8332
1465068,1863011,Ochota,7,M. Rzeszów,196374,1522,80988,8332
1465068,2061011,Ochota,14,M. Białystok,293413,2873,80988,8332
1465068,2062011,Ochota,4,M. Łomża,60468,1851,80988,8332
1465068,2063011,Ochota,5,M. Suwałki,68839,1051,80988,8332
1465068,2261011,Ochota,10,M. Gdańsk,486271,1829,80988,8332
1465068,2262011,Ochota,3,M. Gdynia,244676,1810,80988,8332
1465068,2462011,Ochota,6,M. Bytom,151691,2183,80988,8332
1465068,2464011,Ochota,4,M. Częstochowa,210773,1320,80988,8332
1465068,2465011,Ochota,3,M. Dąbrowa Górnicza,115955,614,80988,8332
1465068,2466011,Ochota,3,M. Gliwice,172628,1289,80988,8332
1465068,2469011,Ochota,3,M. Katowice,282755,1716,80988,8332
1465068,2661011,Ochota,9,M. Kielce,185478,1692,80988,8332
1465068,2805011,Ochota,3,Ełk,60248,2862,80988,8332
1465068,2815032,Ochota,3,Grunwald,5160,29,80988,8332
1465068,2862011,Ochota,4,M. Olsztyn,169251,1916,80988,8332
1465068,3262011,Ochota,16,M. Szczecin,394482,1312,80988,8332
1465078,211011,Praga-Południe,3,Lubin,69267,1699,186834,8348
1465078,264029,Praga-Południe,4,Wrocław-Fabryczna,,,186834,8348
1465078,264039,Praga-Południe,8,Wrocław-Krzyki,,,186834,8348
1465078,264049,Praga-Południe,6,Wrocław-Psie Pole,,,186834,8348
1465078,264059,Praga-Południe,6,Wrocław-Stare Miasto,,,186834,8348
1465078,265011,Praga-Południe,6,M. Wałbrzych,103263,1219,186834,8348
1465078,461011,Praga-Południe,12,M. Bydgoszcz,334026,1898,186834,8348
1465078,463011,Praga-Południe,9,M. Toruń,197112,1703,186834,8348
1465078,464011,Praga-Południe,11,M. Włocławek,103535,1217,186834,8348
1465078,601011,Praga-Południe,3,Międzyrzec Podlaski,15685,783,186834,8348
1465078,603032,Praga-Południe,4,Chełm,15169,68,186834,8348
1465078,603042,Praga-Południe,4,Dorohusk,5990,31,186834,8348
1465078,609082,Praga-Południe,3,Konopnica,15599,168,186834,8348
1465078,611011,Praga-Południe,17,Łuków,27719,775,186834,8348
1465078,611042,Praga-Południe,7,Krzywda,9889,61,186834,8348
1465078,611112,Praga-Południe,4,Wola Mysłowska,4434,37,186834,8348
1465078,614011,Praga-Południe,15,Puławy,44755,886,186834,8348
1465078,615011,Praga-Południe,3,Radzyń Podlaski,14620,757,186834,8348
1465078,615062,Praga-Południe,4,Radzyń Podlaski,7912,51,186834,8348
1465078,616022,Praga-Południe,4,Kłoczew,6874,48,186834,8348
1465078,618011,Praga-Południe,5,Tomaszów Lubelski,18291,1376,186834,8348
1465078,619011,Praga-Południe,4,Włodawa,12364,688,186834,8348
1465078,620142,Praga-Południe,7,Zamość,23685,121,186834,8348
1465078,661011,Praga-Południe,14,M. Biała Podlaska,55100,1115,186834,8348
1465078,662011,Praga-Południe,10,M. Chełm,58805,1667,186834,8348
1465078,663011,Praga-Południe,42,M. Lublin,332852,2257,186834,8348
1465078,664011,Praga-Południe,11,M. Zamość,59603,1965,186834,8348
1465078,862011,Praga-Południe,5,M. Zielona Góra,139667,502,186834,8348
1465078,1001011,Praga-Południe,6,Bełchatów,53718,1551,186834,8348
1465078,1007044,Praga-Południe,3,Opoczno,19540,724,186834,8348
1465078,1012011,Praga-Południe,3,Radomsko,43958,855,186834,8348
1465078,1013025,Praga-Południe,4,Biała Rawska,7915,40,186834,8348
1465078,1014011,Praga-Południe,5,Sieradz,39641,774,186834,8348
1465078,1016011,Praga-Południe,3,Tomaszów Mazowiecki,58796,1424,186834,8348
1465078,1017094,Praga-Południe,3,Wieluń,21118,1252,186834,8348
1465078,1061029,Praga-Południe,9,Łódź-Bałuty,,,186834,8348
1465078,1061039,Praga-Południe,4,Łódź-Górna,,,186834,8348
1465078,1061049,Praga-Południe,5,Łódź-Polesie,,,186834,8348
1465078,1061069,Praga-Południe,3,Łódź-Widzew,,,186834,8348
1465078,1063011,Praga-Południe,3,M. Skierniewice,45933,1328,186834,8348
1465078,1206114,Praga-Południe,3,Skawina,24104,1176,186834,8348
1465078,1217011,Praga-Południe,3,Zakopane,25562,303,186834,8348
1465078,1261011,Praga-Południe,24,M. Kraków,802583,2456,186834,8348
1465078,1263011,Praga-Południe,5,M. Tarnów,105014,1451,186834,8348
1465078,1402011,Praga-Południe,6,Ciechanów,42449,1295,186834,8348
1465078,1403011,Praga-Południe,8,Garwolin,17296,783,186834,8348
1465078,1403042,Praga-Południe,4,Garwolin,13338,98,186834,8348
1465078,1403122,Praga-Południe,4,Trojanów,7133,47,186834,8348
1465078,1404011,Praga-Południe,3,Gostynin,17498,540,186834,8348
1465078,1405044,Praga-Południe,8,Grodzisk Mazowiecki,34009,2578,186834,8348
1465078,1405052,Praga-Południe,3,Jaktorów,13147,238,186834,8348
1465078,1406114,Praga-Południe,4,Warka,11991,462,186834,8348
1465078,1407054,Praga-Południe,8,Kozienice,16009,1532,186834,8348
1465078,1408011,Praga-Południe,6,Legionowo,52995,3914,186834,8348
1465078,1408022,Praga-Południe,8,Jabłonna,22605,349,186834,8348
1465078,1408032,Praga-Południe,3,Nieporęt,16806,175,186834,8348
1465078,1410024,Praga-Południe,3,Łosice,6957,293,186834,8348
1465078,1412011,Praga-Południe,21,Mińsk Mazowiecki,40333,3058,186834,8348
1465078,1412052,Praga-Południe,3,Dębe Wielkie,11514,148,186834,8348
1465078,1412075,Praga-Południe,5,Halinów,14229,236,186834,8348
1465078,1412112,Praga-Południe,3,Mińsk Mazowiecki,16625,148,186834,8348
1465078,1412142,Praga-Południe,4,Stanisławów,7004,66,186834,8348
1465078,1412151,Praga-Południe,11,Sulejówek,21253,1101,186834,8348
1465078,1413092,Praga-Południe,3,Wieczfnia Kościelna,3719,31,186834,8348
1465078,1414011,Praga-Południe,4,Nowy Dwór Mazowiecki,28586,1014,186834,8348
1465078,1414052,Praga-Południe,4,Pomiechówek,9316,91,186834,8348
1465078,1416011,Praga-Południe,5,Ostrów Mazowiecka,21834,980,186834,8348
1465078,1416092,Praga-Południe,3,Szulborze Wielkie,1557,33,186834,8348
1465078,1417011,Praga-Południe,17,Józefów,20998,878,186834,8348
1465078,1417021,Praga-Południe,27,Otwock,44333,937,186834,8348
1465078,1417032,Praga-Południe,4,Celestynów,11645,131,186834,8348
1465078,1417044,Praga-Południe,6,Karczew,9434,335,186834,8348
1465078,1417082,Praga-Południe,12,Wiązowna,15393,151,186834,8348
1465078,1418032,Praga-Południe,9,Lesznowola,35219,508,186834,8348
1465078,1418044,Praga-Południe,14,Piaseczno,51979,3203,186834,8348
1465078,1418045,Praga-Południe,14,Piaseczno,43761,391,186834,8348
1465078,1419065,Praga-Południe,3,Gąbin,6951,59,186834,8348
1465078,1420011,Praga-Południe,3,Płońsk,21733,1874,186834,8348
1465078,1421011,Praga-Południe,6,Piastów,23140,4010,186834,8348
1465078,1421021,Praga-Południe,16,Pruszków,65333,3405,186834,8348
1465078,1421042,Praga-Południe,7,Michałowice,19123,550,186834,8348
1465078,1421062,Praga-Południe,5,Raszyn,22803,519,186834,8348
1465078,1422011,Praga-Południe,3,Przasnysz,16544,658,186834,8348
1465078,1423064,Praga-Południe,5,Przysucha,5476,779,186834,8348
1465078,1424032,Praga-Południe,3,Pokrzywnica,5142,43,186834,8348
1465078,1424044,Praga-Południe,3,Pułtusk,19270,835,186834,8348
1465078,1425011,Praga-Południe,4,Pionki,16564,900,186834,8348
1465078,1426042,Praga-Południe,4,Mokobody,4841,41,186834,8348
1465078,1426062,Praga-Południe,3,Paprotnia,2390,29,186834,8348
1465078,1426092,Praga-Południe,3,Skórzec,8096,68,186834,8348
1465078,1426132,Praga-Południe,4,Zbuczyn,9812,47,186834,8348
1465078,1427011,Praga-Południe,6,Sierpc,17199,925,186834,8348
1465078,1428011,Praga-Południe,3,Sochaczew,34139,1304,186834,8348
1465078,1429011,Praga-Południe,3,Sokołów Podlaski,18502,1057,186834,8348
1465078,1429055,Praga-Południe,5,Kosów Lacki,3484,18,186834,8348
1465078,1429062,Praga-Południe,6,Repki,4732,28,186834,8348
1465078,1432022,Praga-Południe,6,Izabelin,10760,166,186834,8348
1465078,1433055,Praga-Południe,5,Łochów,10744,59,186834,8348
1465078,1433062,Praga-Południe,4,Miedzna,3653,31,186834,8348
1465078,1434011,Praga-Południe,10,Kobyłka,27580,1404,186834,8348
1465078,1434021,Praga-Południe,11,Marki,43164,1651,186834,8348
1465078,1434031,Praga-Południe,22,Ząbki,44325,4037,186834,8348
1465078,1434041,Praga-Południe,6,Zielonka,18179,229,186834,8348
1465078,1434052,Praga-Południe,7,Dąbrówka,8484,78,186834,8348
1465078,1434095,Praga-Południe,4,Radzymin,15858,149,186834,8348
1465078,1434114,Praga-Południe,5,Tłuszcz,8002,1012,186834,8348
1465078,1434115,Praga-Południe,3,Tłuszcz,12085,127,186834,8348
1465078,1434124,Praga-Południe,7,Wołomin,36063,2092,186834,8348
1465078,1435012,Praga-Południe,4,Brańszczyk,8251,49,186834,8348
1465078,1435054,Praga-Południe,6,Wyszków,26241,1263,186834,8348
1465078,1438011,Praga-Południe,3,Żyrardów,39069,2723,186834,8348
1465078,1461011,Praga-Południe,12,M. Ostrołęka,49275,1473,186834,8348
1465078,1462011,Praga-Południe,11,M. Płock,113660,1291,186834,8348
1465078,1463011,Praga-Południe,26,M. Radom,199904,1788,186834,8348
1465078,1464011,Praga-Południe,33,M. Siedlce,76005,2386,186834,8348
1465078,1465028,Praga-Południe,41,Bemowo,129169,5177,186834,8348
1465078,1465038,Praga-Południe,67,Białołęka,153100,2097,186834,8348
1465078,1465048,Praga-Południe,51,Bielany,133478,4127,186834,8348
1465078,1465058,Praga-Południe,127,Mokotów,225916,6378,186834,8348
1465078,1465068,Praga-Południe,54,Ochota,80988,8332,186834,8348
1465078,1465088,Praga-Południe,96,Praga-Północ,60855,5381,186834,8348
1465078,1465098,Praga-Południe,30,Rembertów,24670,1278,186834,8348
1465078,1465108,Praga-Południe,110,Śródmieście,101979,6550,186834,8348
1465078,1465118,Praga-Południe,57,Targówek,124240,5106,186834,8348
1465078,1465128,Praga-Południe,9,Ursus,67373,7206,186834,8348
1465078,1465138,Praga-Południe,63,Ursynów,151432,3458,186834,8348
1465078,1465148,Praga-Południe,107,Wawer,86399,1084,186834,8348
1465078,1465158,Praga-Południe,36,Wesoła,26380,1150,186834,8348
1465078,1465168,Praga-Południe,17,Wilanów,51172,1393,186834,8348
1465078,1465178,Praga-Południe,17,Włochy,49280,1721,186834,8348
1465078,1465188,Praga-Południe,84,Wola,151158,7848,186834,8348
1465078,1465198,Praga-Południe,29,Żoliborz,58633,6922,186834,8348
1465078,1804112,Praga-Południe,3,Wiązownica,11662,48,186834,8348
1465078,1805011,Praga-Południe,3,Jasło,33463,916,186834,8348
1465078,1818011,Praga-Południe,7,Stalowa Wola,56819,689,186834,8348
1465078,1861011,Praga-Południe,5,M. Krosno,44687,999,186834,8348
1465078,1862011,Praga-Południe,5,M. Przemyśl,57568,1247,186834,8348
1465078,1863011,Praga-Południe,11,M. Rzeszów,196374,1522,186834,8348
1465078,1864011,Praga-Południe,6,M. Tarnobrzeg,44529,521,186834,8348
1465078,2001011,Praga-Południe,8,Augustów,29341,363,186834,8348
1465078,2003011,Praga-Południe,6,Bielsk Podlaski,24417,904,186834,8348
1465078,2004011,Praga-Południe,3,Grajewo,21303,1124,186834,8348
1465078,2005011,Praga-Południe,3,Hajnówka,19487,915,186834,8348
1465078,2061011,Praga-Południe,28,M. Białystok,293413,2873,186834,8348
1465078,2062011,Praga-Południe,13,M. Łomża,60468,1851,186834,8348
1465078,2063011,Praga-Południe,9,M. Suwałki,68839,1051,186834,8348
1465078,2209011,Praga-Południe,3,Malbork,37341,2176,186834,8348
1465078,2261011,Praga-Południe,10,M. Gdańsk,486271,1829,186834,8348
1465078,2262011,Praga-Południe,8,M. Gdynia,244676,1810,186834,8348
1465078,2264011,Praga-Południe,3,M. Sopot,32743,1886,186834,8348
1465078,2402095,Praga-Południe,3,Wilamowice,14792,319,186834,8348
1465078,2402102,Praga-Południe,3,Wilkowice,13352,389,186834,8348
1465078,2417152,Praga-Południe,3,Węgierska Górka,14599,191,186834,8348
1465078,2461011,Praga-Południe,9,M. Bielsko-Biała,168106,1351,186834,8348
1465078,2465011,Praga-Południe,3,M. Dąbrowa Górnicza,115955,614,186834,8348
1465078,2466011,Praga-Południe,4,M. Gliwice,172628,1289,186834,8348
1465078,2469011,Praga-Południe,3,M. Katowice,282755,1716,186834,8348
1465078,2607011,Praga-Południe,8,Ostrowiec Świętokrzyski,63932,1377,186834,8348
1465078,2607032,Praga-Południe,3,Bodzechów,12758,104,186834,8348
1465078,2610011,Praga-Południe,5,Skarżysko-Kamienna,42458,659,186834,8348
1465078,2661011,Praga-Południe,25,M. Kielce,185478,1692,186834,8348
1465078,2805011,Praga-Południe,8,Ełk,60248,2862,186834,8348
1465078,2806011,Praga-Południe,4,Giżycko,27978,2039,186834,8348
1465078,2815011,Praga-Południe,3,Ostróda,31862,2252,186834,8348
1465078,2819034,Praga-Południe,4,Węgorzewo,10806,993,186834,8348
1465078,2861011,Praga-Południe,7,M. Elbląg,114401,1433,186834,8348
1465078,2862011,Praga-Południe,10,M. Olsztyn,169251,1916,186834,8348
1465078,3021152,Praga-Południe,3,Suchy Las,20108,173,186834,8348
1465078,3064039,Praga-Południe,7,Poznań-Jeżyce,,,186834,8348
1465078,3064049,Praga-Południe,4,Poznań-Nowe Miasto,,,186834,8348
1465078,3208011,Praga-Południe,5,Kołobrzeg,44003,1607,186834,8348
1465078,3211012,Praga-Południe,3,Dobra (Szczecińska),28119,255,186834,8348
1465078,3262011,Praga-Południe,14,M. Szczecin,394482,1312,186834,8348
1465088,264049,Praga-Północ,3,Wrocław-Psie Pole,,,60855,5381
1465088,265011,Praga-Północ,3,M. Wałbrzych,103263,1219,60855,5381
1465088,461011,Praga-Północ,5,M. Bydgoszcz,334026,1898,60855,5381
1465088,661011,Praga-Północ,6,M. Biała Podlaska,55100,1115,60855,5381
1465088,663011,Praga-Północ,15,M. Lublin,332852,2257,60855,5381
1465088,1061029,Praga-Północ,5,Łódź-Bałuty,,,60855,5381
1465088,1061059,Praga-Północ,3,Łódź-Śródmieście,,,60855,5381
1465088,1261011,Praga-Północ,10,M. Kraków,802583,2456,60855,5381
1465088,1402011,Praga-Północ,6,Ciechanów,42449,1295,60855,5381
1465088,1405011,Praga-Północ,4,Milanówek,16520,1229,60855,5381
1465088,1405044,Praga-Północ,4,Grodzisk Mazowiecki,34009,2578,60855,5381
1465088,1408011,Praga-Północ,7,Legionowo,52995,3914,60855,5381
1465088,1408022,Praga-Północ,6,Jabłonna,22605,349,60855,5381
1465088,1408032,Praga-Północ,6,Nieporęt,16806,175,60855,5381
1465088,1408044,Praga-Północ,4,Serock,5041,375,60855,5381
1465088,1412011,Praga-Północ,5,Mińsk Mazowiecki,40333,3058,60855,5381
1465088,1412151,Praga-Północ,3,Sulejówek,21253,1101,60855,5381
1465088,1416052,Praga-Północ,3,Małkinia Górna,10934,81,60855,5381
1465088,1417021,Praga-Północ,5,Otwock,44333,937,60855,5381
1465088,1418044,Praga-Północ,4,Piaseczno,51979,3203,60855,5381
1465088,1418045,Praga-Północ,4,Piaseczno,43761,391,60855,5381
1465088,1421042,Praga-Północ,5,Michałowice,19123,550,60855,5381
1465088,1428011,Praga-Północ,7,Sochaczew,34139,1304,60855,5381
1465088,1432014,Praga-Północ,4,Błonie,12095,1331,60855,5381
1465088,1432022,Praga-Północ,3,Izabelin,10760,166,60855,5381
1465088,1434011,Praga-Północ,7,Kobyłka,27580,1404,60855,5381
1465088,1434021,Praga-Północ,9,Marki,43164,1651,60855,5381
1465088,1434031,Praga-Północ,11,Ząbki,44325,4037,60855,5381
1465088,1435054,Praga-Północ,3,Wyszków,26241,1263,60855,5381
1465088,1461011,Praga-Północ,4,M. Ostrołęka,49275,1473,60855,5381
1465088,1463011,Praga-Północ,8,M. Radom,199904,1788,60855,5381
1465088,1464011,Praga-Północ,3,M. Siedlce,76005,2386,60855,5381
1465088,1465028,Praga-Północ,10,Bemowo,129169,5177,60855,5381
1465088,1465038,Praga-Północ,56,Białołęka,153100,2097,60855,5381
1465088,1465048,Praga-Północ,30,Bielany,133478,4127,60855,5381
1465088,1465058,Praga-Północ,24,Mokotów,225916,6378,60855,5381
1465088,1465068,Praga-Północ,21,Ochota,80988,8332,60855,5381
1465088,1465078,Praga-Północ,34,Praga-Południe,186834,8348,60855,5381
1465088,1465098,Praga-Północ,4,Rembertów,24670,1278,60855,5381
1465088,1465108,Praga-Północ,45,Śródmieście,101979,6550,60855,5381
1465088,1465118,Praga-Północ,33,Targówek,124240,5106,60855,5381
1465088,1465128,Praga-Północ,6,Ursus,67373,7206,60855,5381
1465088,1465138,Praga-Północ,17,Ursynów,151432,3458,60855,5381
1465088,1465148,Praga-Północ,11,Wawer,86399,1084,60855,5381
1465088,1465158,Praga-Północ,8,Wesoła,26380,1150,60855,5381
1465088,1465168,Praga-Północ,4,Wilanów,51172,1393,60855,5381
1465088,1465178,Praga-Północ,8,Włochy,49280,1721,60855,5381
1465088,1465188,Praga-Północ,43,Wola,151158,7848,60855,5381
1465088,1465198,Praga-Północ,16,Żoliborz,58633,6922,60855,5381
1465088,1803011,Praga-Północ,3,Dębica,43698,1292,60855,5381
1465088,1862011,Praga-Północ,3,M. Przemyśl,57568,1247,60855,5381
1465088,1863011,Praga-Północ,3,M. Rzeszów,196374,1522,60855,5381
1465088,2061011,Praga-Północ,9,M. Białystok,293413,2873,60855,5381
1465088,2063011,Praga-Północ,5,M. Suwałki,68839,1051,60855,5381
1465088,2207011,Praga-Północ,4,Kwidzyn,37513,1742,60855,5381
1465088,2261011,Praga-Północ,5,M. Gdańsk,486271,1829,60855,5381
1465088,2464011,Praga-Północ,3,M. Częstochowa,210773,1320,60855,5381
1465088,2607011,Praga-Północ,4,Ostrowiec Świętokrzyski,63932,1377,60855,5381
1465088,2661011,Praga-Północ,6,M. Kielce,185478,1692,60855,5381
1465088,2862011,Praga-Północ,5,M. Olsztyn,169251,1916,60855,5381
1465088,3208011,Praga-Północ,3,Kołobrzeg,44003,1607,60855,5381
1465088,3262011,Praga-Północ,3,M. Szczecin,394482,1312,60855,5381
1465098,223052,Rembertów,5,Kobierzyce,24053,161,24670,1278
1465098,461011,Rembertów,5,M. Bydgoszcz,334026,1898,24670,1278
1465098,609122,Rembertów,3,Strzyżewice,8105,75,24670,1278
1465098,620142,Rembertów,3,Zamość,23685,121,24670,1278
1465098,1403092,Rembertów,3,Parysów,4131,64,24670,1278
1465098,1415084,Rembertów,3,Myszyniec,3254,290,24670,1278
1465098,1417011,Rembertów,4,Józefów,20998,878,24670,1278
1465098,1418032,Rembertów,7,Lesznowola,35219,508,24670,1278
1465098,1418045,Rembertów,3,Piaseczno,43761,391,24670,1278
1465098,1433011,Rembertów,3,Węgrów,11911,335,24670,1278
1465098,1434031,Rembertów,21,Ząbki,44325,4037,24670,1278
1465098,1434041,Rembertów,3,Zielonka,18179,229,24670,1278
1465098,1434124,Rembertów,6,Wołomin,36063,2092,24670,1278
1465098,1464011,Rembertów,3,M. Siedlce,76005,2386,24670,1278
1465098,1465028,Rembertów,6,Bemowo,129169,5177,24670,1278
1465098,1465038,Rembertów,9,Białołęka,153100,2097,24670,1278
1465098,1465048,Rembertów,6,Bielany,133478,4127,24670,1278
1465098,1465058,Rembertów,20,Mokotów,225916,6378,24670,1278
1465098,1465068,Rembertów,9,Ochota,80988,8332,24670,1278
1465098,1465078,Rembertów,97,Praga-Południe,186834,8348,24670,1278
1465098,1465108,Rembertów,8,Śródmieście,101979,6550,24670,1278
1465098,1465118,Rembertów,26,Targówek,124240,5106,24670,1278
1465098,1465138,Rembertów,13,Ursynów,151432,3458,24670,1278
1465098,1465148,Rembertów,19,Wawer,86399,1084,24670,1278
1465098,1465158,Rembertów,12,Wesoła,26380,1150,24670,1278
1465098,1465168,Rembertów,3,Wilanów,51172,1393,24670,1278
1465098,1465188,Rembertów,20,Wola,151158,7848,24670,1278
1465098,1465198,Rembertów,4,Żoliborz,58633,6922,24670,1278
1465098,1661011,Rembertów,3,M. Opole,126775,851,24670,1278
1465098,2061011,Rembertów,3,M. Białystok,293413,2873,24670,1278
1465098,2262011,Rembertów,3,M. Gdynia,244676,1810,24670,1278
1465098,2862011,Rembertów,9,M. Olsztyn,169251,1916,24670,1278
1465098,3023052,Rembertów,3,Powidz,2233,28,24670,1278
1465108,225034,Śródmieście,5,Bogatynia,16460,275,101979,6550
1465108,264039,Śródmieście,4,Wrocław-Krzyki,,,101979,6550
1465108,264059,Śródmieście,3,Wrocław-Stare Miasto,,,101979,6550
1465108,264069,Śródmieście,3,Wrocław-Śródmieście,,,101979,6550
1465108,463011,Śródmieście,6,M. Toruń,197112,1703,101979,6550
1465108,464011,Śródmieście,3,M. Włocławek,103535,1217,101979,6550
1465108,602011,Śródmieście,4,Biłgoraj,25268,1198,101979,6550
1465108,663011,Śródmieście,16,M. Lublin,332852,2257,101979,6550
1465108,664011,Śródmieście,4,M. Zamość,59603,1965,101979,6550
1465108,1061029,Śródmieście,4,Łódź-Bałuty,,,101979,6550
1465108,1061069,Śródmieście,4,Łódź-Widzew,,,101979,6550
1465108,1062011,Śródmieście,3,M. Piotrków Trybunalski,68270,1015,101979,6550
1465108,1261011,Śródmieście,12,M. Kraków,802583,2456,101979,6550
1465108,1262011,Śródmieście,3,M. Nowy Sącz,80979,1406,101979,6550
1465108,1403032,Śródmieście,3,Borowie,4973,62,101979,6550
1465108,1405011,Śródmieście,3,Milanówek,16520,1229,101979,6550
1465108,1405044,Śródmieście,3,Grodzisk Mazowiecki,34009,2578,101979,6550
1465108,1408011,Śródmieście,7,Legionowo,52995,3914,101979,6550
1465108,1408052,Śródmieście,3,Wieliszew,19526,184,101979,6550
1465108,1412011,Śródmieście,7,Mińsk Mazowiecki,40333,3058,101979,6550
1465108,1412075,Śródmieście,3,Halinów,14229,236,101979,6550
1465108,1414011,Śródmieście,9,Nowy Dwór Mazowiecki,28586,1014,101979,6550
1465108,1414052,Śródmieście,3,Pomiechówek,9316,91,101979,6550
1465108,1417011,Śródmieście,6,Józefów,20998,878,101979,6550
1465108,1417021,Śródmieście,6,Otwock,44333,937,101979,6550
1465108,1417082,Śródmieście,4,Wiązowna,15393,151,101979,6550
1465108,1418015,Śródmieście,3,Góra Kalwaria,16342,125,101979,6550
1465108,1418024,Śródmieście,8,Konstancin-Jeziorna,17032,960,101979,6550
1465108,1418025,Śródmieście,3,Konstancin-Jeziorna,8133,134,101979,6550
1465108,1418032,Śródmieście,11,Lesznowola,35219,508,101979,6550
1465108,1418044,Śródmieście,4,Piaseczno,51979,3203,101979,6550
1465108,1418045,Śródmieście,12,Piaseczno,43761,391,101979,6550
1465108,1421021,Śródmieście,6,Pruszków,65333,3405,101979,6550
1465108,1421034,Śródmieście,4,Brwinów,14466,985,101979,6550
1465108,1421042,Śródmieście,5,Michałowice,19123,550,101979,6550
1465108,1421052,Śródmieście,5,Nadarzyn,17151,234,101979,6550
1465108,1424032,Śródmieście,3,Pokrzywnica,5142,43,101979,6550
1465108,1428011,Śródmieście,3,Sochaczew,34139,1304,101979,6550
1465108,1432014,Śródmieście,5,Błonie,12095,1331,101979,6550
1465108,1432022,Śródmieście,6,Izabelin,10760,166,101979,6550
1465108,1432054,Śródmieście,9,Łomianki,18118,2157,101979,6550
1465108,1432072,Śródmieście,4,Stare Babice,22181,350,101979,6550
1465108,1434021,Śródmieście,9,Marki,43164,1651,101979,6550
1465108,1434031,Śródmieście,6,Ząbki,44325,4037,101979,6550
1465108,1434041,Śródmieście,3,Zielonka,18179,229,101979,6550
1465108,1434124,Śródmieście,3,Wołomin,36063,2092,101979,6550
1465108,1435054,Śródmieście,3,Wyszków,26241,1263,101979,6550
1465108,1435055,Śródmieście,3,Wyszków,13142,91,101979,6550
1465108,1438011,Śródmieście,3,Żyrardów,39069,2723,101979,6550
1465108,1462011,Śródmieście,3,M. Płock,113660,1291,101979,6550
1465108,1463011,Śródmieście,11,M. Radom,199904,1788,101979,6550
1465108,1464011,Śródmieście,5,M. Siedlce,76005,2386,101979,6550
1465108,1465028,Śródmieście,36,Bemowo,129169,5177,101979,6550
1465108,1465038,Śródmieście,31,Białołęka,153100,2097,101979,6550
1465108,1465048,Śródmieście,45,Bielany,133478,4127,101979,6550
1465108,1465058,Śródmieście,116,Mokotów,225916,6378,101979,6550
1465108,1465068,Śródmieście,32,Ochota,80988,8332,101979,6550
1465108,1465078,Śródmieście,77,Praga-Południe,186834,8348,101979,6550
