kod_dest,kod_origin,gmina_dest,no,gmina_origin,pop_origin,den_origin,pop_dest,den_dest
201011,201022,Bolesławiec,85,Bolesławiec,15119,52,37522,1642
201011,201032,Bolesławiec,15,Gromadka,5094,19,37522,1642
201011,201044,Bolesławiec,16,Nowogrodziec,4120,256,37522,1642
201011,201045,Bolesławiec,31,Nowogrodziec,10627,66,37522,1642
201011,201052,Bolesławiec,20,Osiecznica,7329,17,37522,1642
201011,201062,Bolesławiec,33,Warta Bolesławiecka,8464,77,37522,1642
201011,204044,Bolesławiec,3,Wąsosz,2582,794,37522,1642
201011,209022,Bolesławiec,4,Chojnów,9536,41,37522,1642
201011,210011,Bolesławiec,3,Lubań,19964,1238,37522,1642
201011,211011,Bolesławiec,6,Lubin,69267,1699,37522,1642
201011,211022,Bolesławiec,4,Lubin,17722,61,37522,1642
201011,212034,Bolesławiec,12,Lwówek Śląski,8346,502,37522,1642
201011,212035,Bolesławiec,19,Lwówek Śląski,8008,36,37522,1642
201011,212054,Bolesławiec,3,Wleń,1606,222,37522,1642
201011,216014,Bolesławiec,3,Chocianów,7519,835,37522,1642
201011,223052,Bolesławiec,3,Kobierzyce,24053,161,37522,1642
201011,225065,Bolesławiec,3,Węgliniec,5276,16,37522,1642
201011,226032,Bolesławiec,3,Pielgrzymka,4297,41,37522,1642
201011,261011,Bolesławiec,10,M. Jelenia Góra,76570,701,37522,1642
201011,262011,Bolesławiec,3,M. Legnica,93988,1670,37522,1642
201011,264039,Bolesławiec,8,Wrocław-Krzyki,,,37522,1642
201011,617011,Bolesławiec,3,Świdnik,37396,1838,37522,1642
201011,810021,Bolesławiec,3,Żagań,24130,598,37522,1642
201011,1607054,Bolesławiec,5,Nysa,41692,1516,37522,1642
201011,2209011,Bolesławiec,3,Malbork,37341,2176,37522,1642
201011,2213082,Bolesławiec,3,Osiek,2269,15,37522,1642
201011,2407011,Bolesławiec,3,Lubliniec,23542,263,37522,1642
201011,2462011,Bolesławiec,3,M. Bytom,151691,2183,37522,1642
201011,2819035,Bolesławiec,4,Węgorzewo,4850,15,37522,1642
201011,3021152,Bolesławiec,4,Suchy Las,20108,173,37522,1642
201022,201011,Bolesławiec,155,Bolesławiec,37522,1642,15119,52
201022,201032,Bolesławiec,6,Gromadka,5094,19,15119,52
201022,201044,Bolesławiec,7,Nowogrodziec,4120,256,15119,52
201022,201045,Bolesławiec,5,Nowogrodziec,10627,66,15119,52
201022,201052,Bolesławiec,6,Osiecznica,7329,17,15119,52
201022,201062,Bolesławiec,11,Warta Bolesławiecka,8464,77,15119,52
201022,210011,Bolesławiec,3,Lubań,19964,1238,15119,52
201022,210054,Bolesławiec,4,Olszyna,4345,214,15119,52
201022,211011,Bolesławiec,9,Lubin,69267,1699,15119,52
201022,212015,Bolesławiec,5,Gryfów Śląski,3004,50,15119,52
201022,212025,Bolesławiec,3,Lubomierz,3901,32,15119,52
201022,212034,Bolesławiec,3,Lwówek Śląski,8346,502,15119,52
201022,212035,Bolesławiec,3,Lwówek Śląski,8008,36,15119,52
201022,225052,Bolesławiec,3,Sulików,5892,62,15119,52
201022,226032,Bolesławiec,6,Pielgrzymka,4297,41,15119,52
201022,226052,Bolesławiec,5,Zagrodno,4887,40,15119,52
201022,262011,Bolesławiec,6,M. Legnica,93988,1670,15119,52
201022,264029,Bolesławiec,12,Wrocław-Fabryczna,,,15119,52
201032,201011,Gromadka,6,Bolesławiec,37522,1642,5094,19
201032,201022,Gromadka,4,Bolesławiec,15119,52,5094,19
201032,201062,Gromadka,8,Warta Bolesławiecka,8464,77,5094,19
201032,209022,Gromadka,6,Chojnów,9536,41,5094,19
201032,212044,Gromadka,3,Mirsk,3703,253,5094,19
201032,262011,Gromadka,3,M. Legnica,93988,1670,5094,19
201044,201011,Nowogrodziec,5,Bolesławiec,37522,1642,4120,256
201044,201022,Nowogrodziec,4,Bolesławiec,15119,52,4120,256
201044,201045,Nowogrodziec,19,Nowogrodziec,10627,66,4120,256
201044,201052,Nowogrodziec,3,Osiecznica,7329,17,4120,256
201045,201011,Nowogrodziec,11,Bolesławiec,37522,1642,10627,66
201045,201022,Nowogrodziec,10,Bolesławiec,15119,52,10627,66
201045,201044,Nowogrodziec,21,Nowogrodziec,4120,256,10627,66
201045,201052,Nowogrodziec,8,Osiecznica,7329,17,10627,66
201045,210011,Nowogrodziec,9,Lubań,19964,1238,10627,66
201045,210042,Nowogrodziec,7,Lubań,6527,46,10627,66
201045,210054,Nowogrodziec,3,Olszyna,4345,214,10627,66
201045,211022,Nowogrodziec,3,Lubin,17722,61,10627,66
201045,212035,Nowogrodziec,6,Lwówek Śląski,8008,36,10627,66
201045,264039,Nowogrodziec,5,Wrocław-Krzyki,,,10627,66
201045,264049,Nowogrodziec,4,Wrocław-Psie Pole,,,10627,66
201052,201011,Osiecznica,21,Bolesławiec,37522,1642,7329,17
201052,201022,Osiecznica,11,Bolesławiec,15119,52,7329,17
201052,201045,Osiecznica,7,Nowogrodziec,10627,66,7329,17
201052,810021,Osiecznica,3,Żagań,24130,598,7329,17
201052,1407022,Osiecznica,3,Głowaczów,6767,36,7329,17
201052,3016015,Osiecznica,3,Oborniki,16647,51,7329,17
201062,201011,Warta Bolesławiecka,57,Bolesławiec,37522,1642,8464,77
201062,201022,Warta Bolesławiecka,19,Bolesławiec,15119,52,8464,77
201062,201032,Warta Bolesławiecka,8,Gromadka,5094,19,8464,77
201062,201044,Warta Bolesławiecka,3,Nowogrodziec,4120,256,8464,77
201062,209022,Warta Bolesławiecka,3,Chojnów,9536,41,8464,77
201062,209032,Warta Bolesławiecka,3,Krotoszyce,3318,49,8464,77
201062,216044,Warta Bolesławiecka,3,Polkowice,21630,911,8464,77
201062,226052,Warta Bolesławiecka,3,Zagrodno,4887,40,8464,77
202011,202021,Bielawa,60,Dzierżoniów,31478,1568,28688,792
202011,202034,Bielawa,14,Pieszyce,6876,388,28688,792
202011,202052,Bielawa,10,Dzierżoniów,9215,65,28688,792
202011,202075,Bielawa,5,Niemcza,2426,47,28688,792
202011,206011,Bielawa,3,Karpacz,4358,115,28688,792
202011,208112,Bielawa,3,Nowa Ruda,10833,78,28688,792
202011,219011,Bielawa,5,Świdnica,54192,2490,28688,792
202011,224042,Bielawa,4,Stoszowice,5224,47,28688,792
202011,264029,Bielawa,5,Wrocław-Fabryczna,,,28688,792
202011,264039,Bielawa,7,Wrocław-Krzyki,,,28688,792
202011,1211082,Bielawa,3,Łapsze Niżne,9221,73,28688,792
202011,1465068,Bielawa,4,Ochota,80988,8332,28688,792
202011,2478011,Bielawa,4,M. Zabrze,156935,1951,28688,792
202021,202011,Dzierżoniów,35,Bielawa,28688,792,31478,1568
202021,202034,Dzierżoniów,11,Pieszyce,6876,388,31478,1568
202021,202035,Dzierżoniów,5,Pieszyce,2136,47,31478,1568
202021,202041,Dzierżoniów,13,Piława Górna,6059,289,31478,1568
202021,202052,Dzierżoniów,25,Dzierżoniów,9215,65,31478,1568
202021,202062,Dzierżoniów,7,Łagiewniki,7254,58,31478,1568
202021,202075,Dzierżoniów,6,Niemcza,2426,47,31478,1568
202021,208112,Dzierżoniów,5,Nowa Ruda,10833,78,31478,1568
202021,219011,Dzierżoniów,5,Świdnica,54192,2490,31478,1568
202021,219052,Dzierżoniów,3,Marcinowice,6298,66,31478,1568
202021,223074,Dzierżoniów,5,Sobótka,7005,218,31478,1568
202021,264029,Dzierżoniów,4,Wrocław-Fabryczna,,,31478,1568
202021,264049,Dzierżoniów,3,Wrocław-Psie Pole,,,31478,1568
202021,264069,Dzierżoniów,4,Wrocław-Śródmieście,,,31478,1568
202021,265011,Dzierżoniów,6,M. Wałbrzych,103263,1219,31478,1568
202021,1002092,Dzierżoniów,3,Oporów,2418,36,31478,1568
202034,202011,Pieszyce,20,Bielawa,28688,792,6876,388
202034,202021,Pieszyce,12,Dzierżoniów,31478,1568,6876,388
202034,202035,Pieszyce,6,Pieszyce,2136,47,6876,388
202034,2404064,Pieszyce,3,Koniecpol,5507,149,6876,388
202035,202011,Pieszyce,4,Bielawa,28688,792,2136,47
202035,202021,Pieszyce,8,Dzierżoniów,31478,1568,2136,47
202035,202034,Pieszyce,4,Pieszyce,6876,388,2136,47
202041,202011,Piława Górna,7,Bielawa,28688,792,6059,289
202041,202021,Piława Górna,12,Dzierżoniów,31478,1568,6059,289
202041,202052,Piława Górna,8,Dzierżoniów,9215,65,6059,289
202041,202075,Piława Górna,3,Niemcza,2426,47,6059,289
202041,221011,Piława Górna,3,Boguszów-Gorce,14535,538,6059,289
202041,2815092,Piława Górna,3,Ostróda,15993,40,6059,289
202052,202011,Dzierżoniów,22,Bielawa,28688,792,9215,65
202052,202021,Dzierżoniów,62,Dzierżoniów,31478,1568,9215,65
202052,202034,Dzierżoniów,4,Pieszyce,6876,388,9215,65
202052,202041,Dzierżoniów,6,Piława Górna,6059,289,9215,65
202052,219011,Dzierżoniów,7,Świdnica,54192,2490,9215,65
202052,224042,Dzierżoniów,5,Stoszowice,5224,47,9215,65
202052,264039,Dzierżoniów,4,Wrocław-Krzyki,,,9215,65
202062,202011,Łagiewniki,5,Bielawa,28688,792,7254,58
202062,202021,Łagiewniki,10,Dzierżoniów,31478,1568,7254,58
202062,202052,Łagiewniki,5,Dzierżoniów,9215,65,7254,58
202062,202075,Łagiewniki,3,Niemcza,2426,47,7254,58
202062,217022,Łagiewniki,4,Kondratowice,4046,41,7254,58
202062,264029,Łagiewniki,6,Wrocław-Fabryczna,,,7254,58
202062,264039,Łagiewniki,3,Wrocław-Krzyki,,,7254,58
202062,1607015,Łagiewniki,3,Głuchołazy,9810,61,7254,58
202074,202021,Niemcza,4,Dzierżoniów,31478,1568,2752,139
202074,202052,Niemcza,3,Dzierżoniów,9215,65,2752,139
202074,202075,Niemcza,18,Niemcza,2426,47,2752,139
202075,202011,Niemcza,3,Bielawa,28688,792,2426,47
202075,202021,Niemcza,4,Dzierżoniów,31478,1568,2426,47
202075,202062,Niemcza,3,Łagiewniki,7254,58,2426,47
202075,202074,Niemcza,4,Niemcza,2752,139,2426,47
203011,201011,Głogów,7,Bolesławiec,37522,1642,63730,1815
203011,201032,Głogów,3,Gromadka,5094,19,63730,1815
203011,201052,Głogów,3,Osiecznica,7329,17,63730,1815
203011,203022,Głogów,41,Głogów,7063,83,63730,1815
203011,203032,Głogów,25,Jerzmanowa,5669,90,63730,1815
203011,203042,Głogów,37,Kotla,4359,34,63730,1815
203011,203052,Głogów,17,Pęcław,2119,33,63730,1815
203011,203062,Głogów,14,Żukowice,3436,50,63730,1815
203011,204015,Głogów,3,Góra,7761,31,63730,1815
203011,204032,Głogów,8,Niechlów,4614,31,63730,1815
203011,204045,Głogów,3,Wąsosz,4259,22,63730,1815
203011,206052,Głogów,3,Janowice Wielkie,4113,71,63730,1815
203011,209022,Głogów,5,Chojnów,9536,41,63730,1815
203011,211011,Głogów,15,Lubin,69267,1699,63730,1815
203011,211032,Głogów,5,Rudna,7437,34,63730,1815
203011,211044,Głogów,6,Ścinawa,5349,395,63730,1815
203011,216022,Głogów,23,Gaworzyce,3796,49,63730,1815
203011,216032,Głogów,25,Grębocice,5263,43,63730,1815
203011,216044,Głogów,15,Polkowice,21630,911,63730,1815
203011,216054,Głogów,3,Przemków,5744,931,63730,1815
203011,216062,Głogów,12,Radwanice,4905,58,63730,1815
203011,220035,Głogów,3,Trzebnica,11304,60,63730,1815
203011,223022,Głogów,3,Długołęka,41872,197,63730,1815
203011,262011,Głogów,5,M. Legnica,93988,1670,63730,1815
203011,264029,Głogów,3,Wrocław-Fabryczna,,,63730,1815
203011,264039,Głogów,9,Wrocław-Krzyki,,,63730,1815
203011,804024,Głogów,5,Bytom Odrzański,4010,1743,63730,1815
203011,804044,Głogów,6,Kożuchów,9038,1522,63730,1815
203011,804064,Głogów,3,Nowe Miasteczko,2652,806,63730,1815
203011,810062,Głogów,3,Niegosławice,4286,31,63730,1815
203011,812014,Głogów,7,Sława,4145,278,63730,1815
203011,812015,Głogów,5,Sława,8327,27,63730,1815
203011,812025,Głogów,10,Szlichtyngowa,3594,37,63730,1815
203011,812034,Głogów,7,Wschowa,13353,1442,63730,1815
203011,861011,Głogów,3,M. Gorzów Wielkopolski,118011,1377,63730,1815
203011,862011,Głogów,3,M. Zielona Góra,139667,502,63730,1815
203011,1438011,Głogów,3,Żyrardów,39069,2723,63730,1815
203011,2004011,Głogów,3,Grajewo,21303,1124,63730,1815
203011,2414011,Głogów,4,Bieruń,19087,471,63730,1815
203011,3013052,Głogów,3,Święciechowa,8556,63,63730,1815
203011,3063011,Głogów,3,M. Leszno,61396,1927,63730,1815
203011,3064069,Głogów,3,Poznań-Wilda,,,63730,1815
203011,3262011,Głogów,5,M. Szczecin,394482,1312,63730,1815
203022,203011,Głogów,159,Głogów,63730,1815,7063,83
203022,264039,Głogów,3,Wrocław-Krzyki,,,7063,83
203022,804082,Głogów,3,Siedlisko,3358,36,7063,83
203032,203011,Jerzmanowa,151,Głogów,63730,1815,5669,90
203032,203022,Jerzmanowa,8,Głogów,7063,83,5669,90
203032,203042,Jerzmanowa,6,Kotla,4359,34,5669,90
203032,211011,Jerzmanowa,4,Lubin,69267,1699,5669,90
203032,216032,Jerzmanowa,4,Grębocice,5263,43,5669,90
203032,216044,Jerzmanowa,3,Polkowice,21630,911,5669,90
203032,216045,Jerzmanowa,3,Polkowice,5280,37,5669,90
203032,3011011,Jerzmanowa,5,Kościan,23832,2645,5669,90
203042,203011,Kotla,58,Głogów,63730,1815,4359,34
203042,203022,Kotla,4,Głogów,7063,83,4359,34
203042,203032,Kotla,3,Jerzmanowa,5669,90,4359,34
203042,216032,Kotla,3,Grębocice,5263,43,4359,34
203042,264029,Kotla,3,Wrocław-Fabryczna,,,4359,34
203042,812015,Kotla,3,Sława,8327,27,4359,34
203042,812034,Kotla,5,Wschowa,13353,1442,4359,34
203042,3061011,Kotla,3,M. Kalisz,95021,1370,4359,34
203052,203011,Pęcław,30,Głogów,63730,1815,2119,33
203052,203022,Pęcław,9,Głogów,7063,83,2119,33
203062,203011,Żukowice,21,Głogów,63730,1815,3436,50
203062,804024,Żukowice,3,Bytom Odrzański,4010,1743,3436,50
204014,204015,Góra,21,Góra,7761,31,11036,808
204014,204022,Góra,3,Jemielno,2775,22,11036,808
204014,211011,Góra,3,Lubin,69267,1699,11036,808
204014,264029,Góra,4,Wrocław-Fabryczna,,,11036,808
204014,3013052,Góra,5,Święciechowa,8556,63,11036,808
204014,3022054,Góra,3,Rawicz,20080,2266,11036,808
204014,3063011,Góra,3,M. Leszno,61396,1927,11036,808
204015,204014,Góra,28,Góra,11036,808,7761,31
204015,204022,Góra,4,Jemielno,2775,22,7761,31
204015,204032,Góra,12,Niechlów,4614,31,7761,31
204015,204045,Góra,4,Wąsosz,4259,22,7761,31
204015,222035,Góra,3,Wołów,9569,31,7761,31
204015,223022,Góra,4,Długołęka,41872,197,7761,31
204015,264059,Góra,3,Wrocław-Stare Miasto,,,7761,31
204015,812025,Góra,4,Szlichtyngowa,3594,37,7761,31
204015,2475011,Góra,3,M. Sosnowiec,191676,2103,7761,31
204015,3022054,Góra,3,Rawicz,20080,2266,7761,31
204015,3063011,Góra,13,M. Leszno,61396,1927,7761,31
204022,3013072,Jemielno,3,Włoszakowice,9792,77,2775,22
204032,203011,Niechlów,4,Głogów,63730,1815,4614,31
204032,204014,Niechlów,9,Góra,11036,808,4614,31
204032,204015,Niechlów,4,Góra,7761,31,4614,31
204032,204045,Niechlów,3,Wąsosz,4259,22,4614,31
204032,211044,Niechlów,5,Ścinawa,5349,395,4614,31
204032,3022015,Niechlów,4,Bojanowo,5499,45,4614,31
204032,3063011,Niechlów,3,M. Leszno,61396,1927,4614,31
204044,204014,Wąsosz,4,Góra,11036,808,2582,794
204044,204045,Wąsosz,14,Wąsosz,4259,22,2582,794
204045,204014,Wąsosz,12,Góra,11036,808,4259,22
204045,204015,Wąsosz,5,Góra,7761,31,4259,22
204045,204044,Wąsosz,6,Wąsosz,2582,794,4259,22
204045,3022054,Wąsosz,4,Rawicz,20080,2266,4259,22
205011,205032,Jawor,17,Męcinka,5085,34,21264,1131
205011,205042,Jawor,14,Mściwojów,4020,56,21264,1131
205011,205052,Jawor,8,Paszowice,4116,41,21264,1131
205011,205062,Jawor,4,Wądroże Wielkie,3795,43,21264,1131
205011,219032,Jawor,8,Dobromierz,4978,58,21264,1131
205011,219064,Jawor,3,Strzegom,15225,743,21264,1131
205011,219065,Jawor,3,Strzegom,9352,75,21264,1131
205011,262011,Jawor,6,M. Legnica,93988,1670,21264,1131
205011,1016011,Jawor,3,Tomaszów Mazowiecki,58796,1424,21264,1131
205011,2466011,Jawor,3,M. Gliwice,172628,1289,21264,1131
205024,205025,Bolków,26,Bolków,5079,35,4670,607
205024,3263011,Bolków,4,M. Świnoujście,39834,197,4670,607
205025,205011,Bolków,6,Jawor,21264,1131,5079,35
205025,205024,Bolków,5,Bolków,4670,607,5079,35
205025,221072,Bolków,5,Stare Bogaczowice,4266,49,5079,35
205025,261011,Bolków,4,M. Jelenia Góra,76570,701,5079,35
205025,262011,Bolków,3,M. Legnica,93988,1670,5079,35
205025,265011,Bolków,5,M. Wałbrzych,103263,1219,5079,35
205025,618011,Bolków,3,Tomaszów Lubelski,18291,1376,5079,35
205032,205011,Męcinka,54,Jawor,21264,1131,5085,34
205032,209032,Męcinka,3,Krotoszyce,3318,49,5085,34
205032,219032,Męcinka,6,Dobromierz,4978,58,5085,34
205032,262011,Męcinka,8,M. Legnica,93988,1670,5085,34
205032,264029,Męcinka,3,Wrocław-Fabryczna,,,5085,34
205042,202035,Mściwojów,3,Pieszyce,2136,47,4020,56
205042,205011,Mściwojów,20,Jawor,21264,1131,4020,56
205042,209032,Mściwojów,3,Krotoszyce,3318,49,4020,56
205042,219065,Mściwojów,5,Strzegom,9352,75,4020,56
205042,262011,Mściwojów,8,M. Legnica,93988,1670,4020,56
205052,205011,Paszowice,53,Jawor,21264,1131,4116,41
205052,205024,Paszowice,3,Bolków,4670,607,4116,41
205052,205025,Paszowice,5,Bolków,5079,35,4116,41
205052,205032,Paszowice,6,Męcinka,5085,34,4116,41
205052,205042,Paszowice,5,Mściwojów,4020,56,4116,41
205052,211022,Paszowice,4,Lubin,17722,61,4116,41
205052,262011,Paszowice,9,M. Legnica,93988,1670,4116,41
205062,209074,Wądroże Wielkie,4,Prochowice,3536,359,3795,43
205062,209075,Wądroże Wielkie,3,Prochowice,3722,40,3795,43
205062,218052,Wądroże Wielkie,4,Udanin,4909,44,3795,43
205062,262011,Wądroże Wielkie,14,M. Legnica,93988,1670,3795,43
206011,206021,Karpacz,3,Kowary,10139,271,4358,115
206011,261011,Karpacz,5,M. Jelenia Góra,76570,701,4358,115
206011,264039,Karpacz,6,Wrocław-Krzyki,,,4358,115
206011,265011,Karpacz,4,M. Wałbrzych,103263,1219,4358,115
206021,206011,Kowary,10,Karpacz,4358,115,10139,271
206021,206072,Kowary,5,Mysłakowice,9828,112,10139,271
206021,206082,Kowary,9,Podgórzyn,8178,99,10139,271
206021,261011,Kowary,5,M. Jelenia Góra,76570,701,10139,271
206021,862011,Kowary,3,M. Zielona Góra,139667,502,10139,271
206021,1610044,Kowary,3,Prudnik,19510,951,10139,271
206031,206041,Piechowice,6,Szklarska Poręba,5873,78,5886,136
206031,206092,Piechowice,3,Stara Kamienica,5293,48,5886,136
206031,219021,Piechowice,3,Świebodzice,22110,726,5886,136
206031,261011,Piechowice,13,M. Jelenia Góra,76570,701,5886,136
206031,3008022,Piechowice,3,Bralin,6117,72,5886,136
206031,3262011,Piechowice,7,M. Szczecin,394482,1312,5886,136
206041,206021,Szklarska Poręba,3,Kowary,10139,271,5873,78
206041,261011,Szklarska Poręba,6,M. Jelenia Góra,76570,701,5873,78
206041,801011,Szklarska Poręba,4,Kostrzyn nad Odrą,17885,388,5873,78
206041,2461011,Szklarska Poręba,5,M. Bielsko-Biała,168106,1351,5873,78
206052,206072,Janowice Wielkie,8,Mysłakowice,9828,112,4113,71
206052,207042,Janowice Wielkie,3,Marciszów,4341,53,4113,71
206052,261011,Janowice Wielkie,30,M. Jelenia Góra,76570,701,4113,71
206052,1601011,Janowice Wielkie,4,Brzeg,34177,2339,4113,71
206062,203011,Jeżów Sudecki,9,Głogów,63730,1815,7801,83
206062,206082,Jeżów Sudecki,5,Podgórzyn,8178,99,7801,83
206062,212054,Jeżów Sudecki,4,Wleń,1606,222,7801,83
206062,261011,Jeżów Sudecki,128,M. Jelenia Góra,76570,701,7801,83
206062,264039,Jeżów Sudecki,4,Wrocław-Krzyki,,,7801,83
206062,264069,Jeżów Sudecki,4,Wrocław-Śródmieście,,,7801,83
206062,265011,Jeżów Sudecki,3,M. Wałbrzych,103263,1219,7801,83
206072,206011,Mysłakowice,6,Karpacz,4358,115,9828,112
206072,206021,Mysłakowice,14,Kowary,10139,271,9828,112
206072,206052,Mysłakowice,4,Janowice Wielkie,4113,71,9828,112
206072,206062,Mysłakowice,3,Jeżów Sudecki,7801,83,9828,112
206072,206082,Mysłakowice,6,Podgórzyn,8178,99,9828,112
206072,261011,Mysłakowice,28,M. Jelenia Góra,76570,701,9828,112
206072,1061049,Mysłakowice,5,Łódź-Polesie,,,9828,112
206082,206011,Podgórzyn,4,Karpacz,4358,115,8178,99
206082,206031,Podgórzyn,4,Piechowice,5886,136,8178,99
206082,206062,Podgórzyn,6,Jeżów Sudecki,7801,83,8178,99
206082,206072,Podgórzyn,5,Mysłakowice,9828,112,8178,99
206082,206092,Podgórzyn,4,Stara Kamienica,5293,48,8178,99
206082,261011,Podgórzyn,54,M. Jelenia Góra,76570,701,8178,99
206082,264039,Podgórzyn,8,Wrocław-Krzyki,,,8178,99
206082,1016062,Podgórzyn,3,Lubochnia,7320,56,8178,99
206082,1465058,Podgórzyn,3,Mokotów,225916,6378,8178,99
206082,3021164,Podgórzyn,3,Swarzędz,28981,3521,8178,99
206092,206011,Stara Kamienica,3,Karpacz,4358,115,5293,48
206092,206031,Stara Kamienica,7,Piechowice,5886,136,5293,48
206092,206072,Stara Kamienica,5,Mysłakowice,9828,112,5293,48
206092,212025,Stara Kamienica,3,Lubomierz,3901,32,5293,48
206092,261011,Stara Kamienica,21,M. Jelenia Góra,76570,701,5293,48
206092,264029,Stara Kamienica,4,Wrocław-Fabryczna,,,5293,48
206092,1601011,Stara Kamienica,3,Brzeg,34177,2339,5293,48
207011,207022,Kamienna Góra,18,Kamienna Góra,8860,56,17724,982
207011,207034,Kamienna Góra,3,Lubawka,5652,252,17724,982
207011,207035,Kamienna Góra,16,Lubawka,4667,40,17724,982
207011,207042,Kamienna Góra,3,Marciszów,4341,53,17724,982
207011,221011,Kamienna Góra,3,Boguszów-Gorce,14535,538,17724,982
207022,205024,Kamienna Góra,3,Bolków,4670,607,8860,56
207022,207011,Kamienna Góra,60,Kamienna Góra,17724,982,8860,56
207022,207034,Kamienna Góra,9,Lubawka,5652,252,8860,56
207022,207035,Kamienna Góra,7,Lubawka,4667,40,8860,56
207022,207042,Kamienna Góra,3,Marciszów,4341,53,8860,56
207022,221042,Kamienna Góra,4,Czarny Bór,4804,72,8860,56
207022,223044,Kamienna Góra,3,Kąty Wrocławskie,7220,839,8860,56
207022,226011,Kamienna Góra,3,Wojcieszów,3512,109,8860,56
207022,265011,Kamienna Góra,9,M. Wałbrzych,103263,1219,8860,56
207022,663011,Kamienna Góra,3,M. Lublin,332852,2257,8860,56
207022,1603062,Kamienna Góra,3,Reńska Wieś,8119,83,8860,56
207034,207011,Lubawka,8,Kamienna Góra,17724,982,5652,252
207034,207035,Lubawka,8,Lubawka,4667,40,5652,252
207034,207042,Lubawka,3,Marciszów,4341,53,5652,252
207035,207022,Lubawka,10,Kamienna Góra,8860,56,4667,40
207035,207034,Lubawka,23,Lubawka,5652,252,4667,40
207035,207042,Lubawka,7,Marciszów,4341,53,4667,40
207042,205025,Marciszów,5,Bolków,5079,35,4341,53
207042,207022,Marciszów,3,Kamienna Góra,8860,56,4341,53
207042,261011,Marciszów,6,M. Jelenia Góra,76570,701,4341,53
208011,208134,Duszniki-Zdrój,3,Stronie Śląskie,5089,2138,4178,188
208011,208144,Duszniki-Zdrój,3,Szczytna,4864,61,4178,188
208011,208145,Duszniki-Zdrój,5,Szczytna,2121,41,4178,188
208021,208041,Kłodzko,14,Nowa Ruda,21018,567,25442,1024
208021,208051,Kłodzko,11,Polanica-Zdrój,6141,357,25442,1024
208021,208064,Kłodzko,11,Bystrzyca Kłodzka,9335,869,25442,1024
208021,208065,Kłodzko,8,Bystrzyca Kłodzka,8393,26,25442,1024
208021,208072,Kłodzko,39,Kłodzko,16680,66,25442,1024
208021,208124,Kłodzko,6,Radków,2302,153,25442,1024
208021,208125,Kłodzko,3,Radków,6271,50,25442,1024
208021,208135,Kłodzko,5,Stronie Śląskie,1829,13,25442,1024
208021,208145,Kłodzko,5,Szczytna,2121,41,25442,1024
208021,224014,Kłodzko,4,Bardo,2416,513,25442,1024
208021,224054,Kłodzko,3,Ząbkowice Śląskie,14495,1061,25442,1024
208021,226052,Kłodzko,3,Zagrodno,4887,40,25442,1024
208021,264029,Kłodzko,9,Wrocław-Fabryczna,,,25442,1024
208021,1061069,Kłodzko,3,Łódź-Widzew,,,25442,1024
208021,1611044,Kłodzko,4,Leśnica,2589,179,25442,1024
208021,2415062,Kłodzko,3,Gorzyce,21106,327,25442,1024
208021,2469011,Kłodzko,4,M. Katowice,282755,1716,25442,1024
208031,208011,Kudowa-Zdrój,4,Duszniki-Zdrój,4178,188,9509,281
208031,208092,Kudowa-Zdrój,4,Lewin Kłodzki,1962,38,9509,281
208031,2478011,Kudowa-Zdrój,3,M. Zabrze,156935,1951,9509,281
208041,208021,Nowa Ruda,6,Kłodzko,25442,1024,21018,567
208041,208072,Nowa Ruda,8,Kłodzko,16680,66,21018,567
208041,208112,Nowa Ruda,50,Nowa Ruda,10833,78,21018,567
208041,208124,Nowa Ruda,3,Radków,2302,153,21018,567
208041,208125,Nowa Ruda,11,Radków,6271,50,21018,567
208041,223045,Nowa Ruda,3,Kąty Wrocławskie,21973,131,21018,567
208041,264039,Nowa Ruda,3,Wrocław-Krzyki,,,21018,567
208041,264049,Nowa Ruda,4,Wrocław-Psie Pole,,,21018,567
208041,264069,Nowa Ruda,4,Wrocław-Śródmieście,,,21018,567
208041,265011,Nowa Ruda,5,M. Wałbrzych,103263,1219,21018,567
208041,1607075,Nowa Ruda,3,Paczków,4851,66,21018,567
208041,2405011,Nowa Ruda,3,Knurów,36261,1071,21018,567
208051,208011,Polanica-Zdrój,3,Duszniki-Zdrój,4178,188,6141,357
208051,208021,Polanica-Zdrój,7,Kłodzko,25442,1024,6141,357
208051,208065,Polanica-Zdrój,6,Bystrzyca Kłodzka,8393,26,6141,357
208051,208072,Polanica-Zdrój,7,Kłodzko,16680,66,6141,357
208051,208104,Polanica-Zdrój,4,Międzylesie,2448,170,6141,357
208051,208125,Polanica-Zdrój,3,Radków,6271,50,6141,357
208051,208144,Polanica-Zdrój,6,Szczytna,4864,61,6141,357
208051,213035,Polanica-Zdrój,3,Milicz,12459,30,6141,357
208051,264029,Polanica-Zdrój,5,Wrocław-Fabryczna,,,6141,357
208051,264069,Polanica-Zdrój,4,Wrocław-Śródmieście,,,6141,357
208051,812015,Polanica-Zdrój,3,Sława,8327,27,6141,357
208051,2261011,Polanica-Zdrój,3,M. Gdańsk,486271,1829,6141,357
208064,208065,Bystrzyca Kłodzka,32,Bystrzyca Kłodzka,8393,26,9335,869
208064,208105,Bystrzyca Kłodzka,4,Międzylesie,4411,25,9335,869
208064,208125,Bystrzyca Kłodzka,4,Radków,6271,50,9335,869
208064,2202032,Bystrzyca Kłodzka,3,Chojnice,19259,42,9335,869
